钦佩；赞美；羡慕;admire;NonConnait;0;0
进入或获准进入...;admission;NonConnait;0;0
承认（坏事）;admit;NonConnait;0;0
收养,收为养子或养女;adopt;NonConnait;0;0
可爱的，讨人喜欢的;adorable;NonConnait;0;0
成（年）人;adult;NonConnait;0;0
前进，进展;advance;NonConnait;0;0
有利条件；优势;advantage;NonConnait;0;0
异乎寻常的经历；奇遇;adventure;NonConnait;0;0
做广告宣传；登广告宣传;advertise;NonConnait;0;0
广告;advertisement;NonConnait;0;0
劝告，忠告；意见;advice;NonConnait;0;0
劝告，忠告；提供意见;advise;NonConnait;0;0
拥护；提倡；支持;advocate;NonConnait;0;0
事件；事情；事务;affair;NonConnait;0;0
影响;affect;NonConnait;0;0
买得起，付得起钱;afford;NonConnait;0;0
害怕的;afraid;NonConnait;0;0
以后；继后;after;NonConnait;0;0
下午，午后;afternoon;NonConnait;0;0
以后，过后，后来;afterwards;NonConnait;0;0
再一次，又;again;NonConnait;0;0
反对;against;NonConnait;0;0
（人或物的）存在时间，年龄;age;NonConnait;0;0
代理处，经销处;agency;NonConnait;0;0
会议日程；议事单；议程表;agenda;NonConnait;0;0
代理人，代理商;agent;NonConnait;0;0
（指人或事物）好侵略的；好攻击的；好争吵的;aggressive;NonConnait;0;0
以前，以往;ago;NonConnait;0;0
意见一致，同意;agree;NonConnait;0;0
同意，一致;agreement;NonConnait;0;0
农业;agriculture;NonConnait;0;0
在前面，在前头;ahead;NonConnait;0;0
帮助，救助;aid;NonConnait;0;0
瞄准，针对;aim;NonConnait;0;0
空气;air;NonConnait;0;0
航空公司;airline;NonConnait;0;0
（民用）飞机场；航空港（站）;airport;NonConnait;0;0
惊恐;alarm;NonConnait;0;0
酒精；酒;alcohol;NonConnait;0;0
相同；一样；相似;alike;NonConnait;0;0
活着的，在世的;alive;NonConnait;0;0
全部的；所有的;all;NonConnait;0;0
允许，容许，准许;allow;NonConnait;0;0
津贴；补助;allowance;NonConnait;0;0
几乎；差不多;almost;NonConnait;0;0
单独的（地），独自的（地）;alone;NonConnait;0;0
沿着，循;along;NonConnait;0;0
在...旁边，沿着...的边；与...一起;alongside;NonConnait;0;0
高声地；响亮地;aloud;NonConnait;0;0
全部字母，字母表;alphabet;NonConnait;0;0
已经；先前;already;NonConnait;0;0
而且；此外;also;NonConnait;0;0
供选择的；备用的；其他的;alternative;NonConnait;0;0
虽然；即使;although;NonConnait;0;0
完全地；全部地;altogether;NonConnait;0;0
总是;always;NonConnait;0;0
上午，午前;a.m.;NonConnait;0;0
业余爱好者;amateur;NonConnait;0;0
惊人的，了不起的;amazing;NonConnait;0;0
大使；使节;ambassador;NonConnait;0;0
雄心，野心，志气，抱负;ambition;NonConnait;0;0
有野心的，有雄心的;ambitious;NonConnait;0;0
救护车;ambulance;NonConnait;0;0
在...中间;among;NonConnait;0;0
总计；共达；等于;amount;NonConnait;0;0
逗（某人）笑；消遣;amuse;NonConnait;0;0
分析;analyse;NonConnait;0;0
分析;analysis;NonConnait;0;0
祖先；祖宗;ancestor;NonConnait;0;0
年代久远的；古老的;ancient;NonConnait;0;0
和，及，又;and;NonConnait;0;0
怒；愤怒;anger;NonConnait;0;0
角（两线或面相交所形成的空间）;angle;NonConnait;0;0
发怒的，生气的;angry;NonConnait;0;0
动物;animal;NonConnait;0;0
踝；足踝；踝关节;ankle;NonConnait;0;0
周年纪念日；周年纪念;anniversary;NonConnait;0;0
正式宣告；宣布；发表;announce;NonConnait;0;0
使恼怒，使生气;annoy;NonConnait;0;0
每年的；每度的；一年一次的;annual;NonConnait;0;0
又一；另一;another;NonConnait;0;0
回答；答复;answer;NonConnait;0;0
蚂蚁;ant;NonConnait;0;0
语料，预;anticipate;NonConnait;0;0
文物，古玩，古董，古物;antique;NonConnait;0;0
忧虑，焦急;anxiety;NonConnait;0;0
焦虑的，担心的;anxious;NonConnait;0;0
任何；无论哪一个;any;NonConnait;0;0
任何人;anybody;NonConnait;0;0
不论何种方法；不管怎样；无论怎样;anyhow;NonConnait;0;0
任何人;anyone;NonConnait;0;0
任何事，任何东西;anything;NonConnait;0;0
无论如何;anyway;NonConnait;0;0
在任何地方;anywhere;NonConnait;0;0
（在空间、时间方面）相距，相隔;apart;NonConnait;0;0
公寓;apartment;NonConnait;0;0
道歉，认错;apologize;NonConnait;0;0
道歉；认错;apology;NonConnait;0;0
应用程序；;app;NonConnait;0;0
据...所知，看来，显然;apparently;NonConnait;0;0
恳求；呼吁;appeal;NonConnait;0;0
呈现；出现;appear;NonConnait;0;0
食欲；胃口;appetite;NonConnait;0;0
鼓掌；为...鼓掌：称赞；赞许;applaud;NonConnait;0;0
苹果;apple;NonConnait;0;0
申请n.应用于...；对...的应用;application;NonConnait;0;0
申请人（尤指为求职等）;applicant;NonConnait;0;0
（以书面方式）提出请求，申请;apply;NonConnait;0;0
任命，委托;appoint;NonConnait;0;0
约会，约定;appointment;NonConnait;0;0
为...表示感激;appreciate;NonConnait;0;0
走进，接近;approach;NonConnait;0;0
适合于；适宜的;appropriate;NonConnait;0;0
（不用进行时）赞成，同意，支持;approve;NonConnait;0;0
拱，拱形结构；拱门;arch;NonConnait;0;0
建筑师；设计师，缔造者，创造者;architect;NonConnait;0;0
建筑风格，建筑式样;architecture;NonConnait;0;0
面积;area;NonConnait;0;0
争论；辩论;argue;NonConnait;0;0
争论，争吵，争辩，辩论;argument;NonConnait;0;0
起身，站起;arise;NonConnait;0;0
臂，前肢;arm;NonConnait;0;0
（一件）武器；武器，军火;arm;NonConnait;0;0
陆军；军队;army;NonConnait;0;0
到处；（去）各处;around;NonConnait;0;0
引起，唤起;arouse;NonConnait;0;0
安排；布置;arrange;NonConnait;0;0
安排，筹;arrangement;NonConnait;0;0
逮捕;arrest;NonConnait;0;0
到达；抵达（目的地）;arrive;NonConnait;0;0
箭；箭号，箭头;arrow;NonConnait;0;0
艺术;art;NonConnait;0;0
文章；论文；专论;article;NonConnait;0;0
人造的；人工的；假的;artificial;NonConnait;0;0
艺术家;artist;NonConnait;0;0
当...之时;as;NonConnait;0;0
羞耻的；内疚的；惭愧的;ashamed;NonConnait;0;0
在一边；向一边;aside;NonConnait;0;0
问；要求；请求;ask;NonConnait;0;0
睡；睡着（的）;asleep;NonConnait;0;0
容貌，表情；面貌;aspect;NonConnait;0;0
评估；评定(性质，质量）；;assess;NonConnait;0;0
分配，分派，布置（工作，任务等)；指定，指派;assign;NonConnait;0;0
帮助；援助；协助;assist;NonConnait;0;0
助手;assistant;NonConnait;0;0
将（人或事物）联系起来；联想;associate;NonConnait;0;0
协会；社团;association;NonConnait;0;0
假定；假设；设想；以为;assume;NonConnait;0;0
假定；假设；设想;assumption;NonConnait;0;0
使吃惊，使惊讶;astonish;NonConnait;0;0
宇航员；航天员；太空人;astronaut;NonConnait;0;0
天文学家;astronomer;NonConnait;0;0
表示空间的一处；在;at;NonConnait;0;0
运动员;athlete;NonConnait;0;0
大气；空气;atmosphere;NonConnait;0;0
将某物系在、缚在或附着在（另一物）上;attach;NonConnait;0;0
攻击；进攻；攻打;attack;NonConnait;0;0
（经过努力）获;attain;NonConnait;0;0
试图；尝试；企图;attempt;NonConnait;0;0
注意；用心；照顾;attend;NonConnait;0;0
注意；专注;attention;NonConnait;0;0
态度，想法;attitude;NonConnait;0;0
吸引;attract;NonConnait;0;0
(人）有吸引力的，有魅力的;attractive;NonConnait;0;0
听众，观众;audience;NonConnait;0;0
姑母；姨母；婶母；伯母；舅母;aunt;NonConnait;0;0
作者;author;NonConnait;0;0
权力；权威;authority;NonConnait;0;0
（指机器）自动的；自动调整的;automatic;NonConnait;0;0
(国家，地区，组织）自治的；有自治权的;autonomous;NonConnait;0;0
秋季;autumn;NonConnait;0;0
（指物品）可利用的；有效的；有用的；可获得的;available;NonConnait;0;0
平常；中等;average;NonConnait;0;0
避免；消除；逃避;avoid;NonConnait;0;0
从睡眠中叫醒；唤醒;awake;NonConnait;0;0
（尤指官方）给予，授予；判给;award;NonConnait;0;0
察觉的；知道的;aware;NonConnait;0;0
向远处；在远处；离去;away;NonConnait;0;0
惊人的，使人惊惧的；困难的;awesome;NonConnait;0;0
不好的；恶劣的；可怕的;awful;NonConnait;0;0
设计不当的；使用不便的；别扭的;awkward;NonConnait;0;0
婴儿，婴孩;baby;NonConnait;0;0
背，背部;back;NonConnait;0;0
（家庭）背景；学历；经历;background;NonConnait;0;0
（空间、时间）向后地;backwards;NonConnait;0;0
培根，烟熏猪肉;bacon;NonConnait;0;0
细菌;bacteria;NonConnait;0;0
坏的；令人不快的；不可接受的;bad;NonConnait;0;0
坏，差，不好，拙劣地;badly;NonConnait;0;0
羽毛球（运动）;badminton;NonConnait;0;0
袋子;bag;NonConnait;0;0
烤；烘；焙;bake;NonConnait;0;0
面包（糕饼）烘房；面包厂;bakery;NonConnait;0;0
平衡；均衡；调和;balance;NonConnait;0;0
球;ball;NonConnait;0;0
芭蕾舞;ballet;NonConnait;0;0
气球;balloon;NonConnait;0;0
竹，竹子;bamboo;NonConnait;0;0
禁令，禁止;ban;NonConnait;0;0
香蕉;banana;NonConnait;0;0
一队，一组，一伙;band;NonConnait;0;0
银行;bank;NonConnait;0;0
障碍，障碍物;bar;NonConnait;0;0
户外烧烤;barbecue;NonConnait;0;0
裸露的，缺少遮盖的；没有保护的;barely;NonConnait;0;0
协议;bargain;NonConnait;0;0
犬吠声;bark;NonConnait;0;0
障碍，阻碍；隔阂；壁垒;barrier;NonConnait;0;0
基础，根基;base;NonConnait;0;0
棒球，棒球运动;baseball;NonConnait;0;0
基本的;basic;NonConnait;0;0
盆;basin;NonConnait;0;0
构成某事物的主要原则；基础;basis;NonConnait;0;0
篮子；篓子；筐子;basket;NonConnait;0;0
篮球;basketball;NonConnait;0;0
蝙蝠;bat;NonConnait;0;0
洗澡，沐浴;bath;NonConnait;0;0
沐浴;洗澡;NonConnait;0;0
浴室；盥洗室;bathroom;NonConnait;0;0
电池;battery;NonConnait;0;0
战争；战役；战斗；斗争;battle;NonConnait;0;0
(湖或湖泊的）湾，海湾;bay;NonConnait;0;0
公元前;BC;NonConnait;0;0
是;be;NonConnait;0;0
海滨；海滩；沙滩;beach;NonConnait;0;0
豆腐;beancurd;NonConnait;0;0
熊;bear;NonConnait;0;0
携带；负荷；负载;bear;NonConnait;0;0
胡须;beard;NonConnait;0;0
打，打击;beat;NonConnait;0;0
美的；美丽的；美观的;beautiful;NonConnait;0;0
美；美好;beauty;NonConnait;0;0
因为;because;NonConnait;0;0
成为，变成，变得;become;NonConnait;0;0
床；床垫;bed;NonConnait;0;0
卧室;bedroom;NonConnait;0;0
牛肉;beef;NonConnait;0;0
啤酒;beer;NonConnait;0;0
早于；在...之前;before;NonConnait;0;0
乞讨；要求仁慈;beg;NonConnait;0;0
开始;begin;NonConnait;0;0
代表；利益;behalf;NonConnait;0;0
行为，举止;behave;NonConnait;0;0
待人态度；举止;behaviour;NonConnait;0;0
在（向）...后面;behind;NonConnait;0;0
存在；生存;being;NonConnait;0;0
相信；确信；信心;belief;NonConnait;0;0
相信是真的；作为真理或事实接受;believe;NonConnait;0;0
钟;bell;NonConnait;0;0
属，附属;belong;NonConnait;0;0
在下面；在或到较低位置;below;NonConnait;0;0
腰带；带子;belt;NonConnait;0;0
长凳;bench;NonConnait;0;0
使（僵硬的东西）弯曲；使形成弧形或一角度;bend;NonConnait;0;0
在...下面，往...下方;beneath;NonConnait;0;0
有益的；有用的；有好处的;beneficial;NonConnait;0;0
利益；好处;benefit;NonConnait;0;0
在...旁边；在...的近旁;beside;NonConnait;0;0
而且；还有;besides;NonConnait;0;0
最好的；最佳的；最优的;best;NonConnait;0;0
打赌，下赌注（于）；用...打赌;bet;NonConnait;0;0
（向敌人）出卖某人或泄露某事;betray;NonConnait;0;0
桥;bridge;NonConnait;0;0
堂兄弟；堂姐妹；表兄弟；表姐妹;cousin;NonConnait;0;0
遮盖；遮蔽;cover;NonConnait;0;0
新闻报道;coverage;NonConnait;0;0
乳牛；母牛;cow;NonConnait;0;0
坠落（声）；撞击（声）；破裂（声）;crash;NonConnait;0;0
狂热的；醉心的;crazy;NonConnait;0;0
乳脂；乳酪；奶油；（事物等）精华部分;cream;NonConnait;0;0
创造；创建；创作;create;NonConnait;0;0
有创造力的;creative;NonConnait;0;0
生物，动物;creature;NonConnait;0;0
信用；信誉;credit;NonConnait;0;0
全体船员；（飞机上的）全体机组人员;crew;NonConnait;0;0
罪，罪行;crime;NonConnait;0;0
危机；危急关头;crisis;NonConnait;0;0
批评的，批判性的;critical;NonConnait;0;0
（评判等的）标准，准则;criterion;NonConnait;0;0
批评；挑剔;criticize;NonConnait;0;0
一年或一季的收获；（复）田中的农作物;crop;NonConnait;0;0
交叉（处）;cross;NonConnait;0;0
人群;crowd;NonConnait;0;0
至关重要的，决定性的，关键性的;crucial;NonConnait;0;0
残酷的；悲惨的；使痛苦的;cruel;NonConnait;0;0
哭号；大叫；高喊;cry;NonConnait;0;0
烹饪（法）；风味;cuisine;NonConnait;0;0
文明；文化;culture;NonConnait;0;0
杯子;cup;NonConnait;0;0
橱柜，衣柜；食品橱;cupboard;NonConnait;0;0
使痊愈;cure;NonConnait;0;0
好奇的，好打听的;curious;NonConnait;0;0
货币；通货;currency;NonConnait;0;0
现在的；现行的；当前发生的;current;NonConnait;0;0
（全部的）课程;curriculum;NonConnait;0;0
窗帘；门帘；帷帐；幕布;curtain;NonConnait;0;0
风俗，习惯;custom;NonConnait;0;0
顾客，消费者;customer;NonConnait;0;0
订制，订做，改制（以满足雇主的需要）;customize;NonConnait;0;0
割；切；割伤;cut;NonConnait;0;0
有吸引力的；漂亮的；可爱的;cute;NonConnait;0;0
循环；周期;cycle;NonConnait;0;0
每日的（地）；日日的（地）;daily;NonConnait;0;0
破坏，损害，损失;damage;NonConnait;0;0
湿气；雾气;damp;NonConnait;0;0
跳舞，舞蹈;dance;NonConnait;0;0
危险;danger;NonConnait;0;0
危险的;dangerous;NonConnait;0;0
敢;dare;NonConnait;0;0
黑暗的，无光的；昏暗的;dark;NonConnait;0;0
资料，数据;data;NonConnait;0;0
数据库;database;NonConnait;0;0
日期;date;NonConnait;0;0
女儿;daughter;NonConnait;0;0
黎明；破晓;dawn;NonConnait;0;0
一天，一日;day;NonConnait;0;0
已死的，凋谢的;dead;NonConnait;0;0
最后期限;deadline;NonConnait;0;0
耳聋的，失聪的;deaf;NonConnait;0;0
交易，买卖;deal;NonConnait;0;0
亲爱的，心爱的;dear;NonConnait;0;0
死，死亡;death;NonConnait;0;0
辩论;debate;NonConnait;0;0
债；债务；人情债;debt;NonConnait;0;0
十个形成的一组;decade;NonConnait;0;0
像样的，相当好的，满意的;decent;NonConnait;0;0
决定；决心;decide;NonConnait;0;0
决心，作出结论或决定;decision;NonConnait;0;0
宣布，宣告;declare;NonConnait;0;0
拒绝（接受某物）；（通常指）谢绝;decline;NonConnait;0;0
装饰;decorate;NonConnait;0;0
(使数量，强度等）减少，减小，降低;decrease;NonConnait;0;0
行为；行动;deed;NonConnait;0;0
深的；深远的；深长的;deep;NonConnait;0;0
鹿;deer;NonConnait;0;0
击败；胜过;defeat;NonConnait;0;0
保卫，使安全;defend;NonConnait;0;0
防守；防御;defence;NonConnait;0;0
给（词语等）下定义；界定...；阐述...;define;NonConnait;0;0
确定地，明确地，清楚地;definitely;NonConnait;0;0
定义;definition;NonConnait;0;0
度（角的单位）;degree;NonConnait;0;0
延期；推迟;delay;NonConnait;0;0
代表;delegate;NonConnait;0;0
细致优雅的；精巧的;delicate;NonConnait;0;0
可口的，美味的;delicious;NonConnait;0;0
高兴，巨大的喜悦；快乐;delight;NonConnait;0;0
高兴的，愉快的;delighted;NonConnait;0;0
递送，传达;deliver;NonConnait;0;0
要求；所要求之物;demand;NonConnait;0;0
证明，显示;demonstrate;NonConnait;0;0
牙科医生;dentist;NonConnait;0;0
探测出，识别;deny;NonConnait;0;0
（政府或商业机构中的）部门；（大学中的）系科;department;NonConnait;0;0
离开；离去;departure;NonConnait;0;0
取决（于），决定（于）;depend;NonConnait;0;0
放置，安置;deposit;NonConnait;0;0
使沮丧，使消沉;depress;NonConnait;0;0
深；深度;depth;NonConnait;0;0
描写；描述;describe;NonConnait;0;0
叙述；描写；形容;description;NonConnait;0;0
抛弃；放弃;desert;NonConnait;0;0
荒漠；沙漠;desert;NonConnait;0;0
应得，值得（奖赏）；应受（特殊待遇等）;deserve;NonConnait;0;0
图样；设计图样;design;NonConnait;0;0
希望，期望；想要;desire;NonConnait;0;0
书桌，办公桌，写字台;desk;NonConnait;0;0
绝望；令人绝望的人或事;despair;NonConnait;0;0
不顾一切的；孤注一掷的;desperate;NonConnait;0;0
尽管;despite;NonConnait;0;0
餐后甜点;dessert;NonConnait;0;0
目的地，终点;destination;NonConnait;0;0
完全破坏；消灭；摧毁;destroy;NonConnait;0;0
小事，细节;detail;NonConnait;0;0
发现；识别;detect;NonConnait;0;0
侦探;detective;NonConnait;0;0
（使）下决心；（使）作出决定;determine;NonConnait;0;0
发展，（使）成长，壮大;develop;NonConnait;0;0
发展，壮大;development;NonConnait;0;0
（尤指机械或电子）装置；仪器；器具；设备;device;NonConnait;0;0
投身于；把...奉献给;devote;NonConnait;0;0
简图，图表;diagram;NonConnait;0;0
对话；用对话体写的文字;dialogue;NonConnait;0;0
钻石;diamond;NonConnait;0;0
日记，日记簿;diary;NonConnait;0;0
词典;dictionary;NonConnait;0;0
死；死亡;die;NonConnait;0;0
饮食;diet;NonConnait;0;0
不同，有区别;differ;NonConnait;0;0
不同；相异；差别;difference;NonConnait;0;0
不同的;different;NonConnait;0;0
难的；困难的;difficult;NonConnait;0;0
困难；艰难；费力;difficulty;NonConnait;0;0
用工具挖掘泥土；挖穿（与through连用）；挖入;dig;NonConnait;0;0
消化（食物）;digest;NonConnait;0;0
数字的;digital;NonConnait;0;0
尊严；尊贵；高尚的品质；可贵的品质;dignity;NonConnait;0;0
诊断；判断;diagnose;NonConnait;0;0
（空间的）任何一种维度（宽度、长度、高度、厚度等）;dimension;NonConnait;0;0
（家里的）饭厅；（旅馆的）餐厅;dining;NonConnait;0;0
正餐；晚餐;dinner;NonConnait;0;0
文凭;diploma;NonConnait;0;0
电子邮件（通信方式）;email;NonConnait;0;0
尴尬的；困窘的；局促不安，不好意思的;embarrassed;NonConnait;0;0
大使馆;embassy;NonConnait;0;0
露出；（从水中等）现出;emerge;NonConnait;0;0
紧急情况；不测事件;emergency;NonConnait;0;0
排放物，散发物（尤指气体）;emission;NonConnait;0;0
情绪；情感;emotion;NonConnait;0;0
强调，重视，重要性;emphasis;NonConnait;0;0
雇佣；采用，采纳;employ;NonConnait;0;0
皇帝;emperor;NonConnait;0;0
空的;empty;NonConnait;0;0
是能够，使有机会;enable;NonConnait;0;0
（偶然）遇到；面临（;encounter;NonConnait;0;0
鼓励，鼓舞；使振作;encourage;NonConnait;0;0
端，终点；末梢;end;NonConnait;0;0
敌人；反对者；敌军;enemy;NonConnait;0;0
精力充沛的；积极的;energetic;NonConnait;0;0
工作能力；精力；力量;energy;NonConnait;0;0
使从事，使忙于;engage;NonConnait;0;0
发动机，引擎;engine;NonConnait;0;0
工程师，技师，机械师;engineer;NonConnait;0;0
提高，增强，增进;enhance;NonConnait;0;0
喜爱；享受;enjoy;NonConnait;0;0
（体积或数量上）巨大的；极大的;enormous;NonConnait;0;0
足够的;enough;NonConnait;0;0
请求帮助；咨询；询问;enquiry;NonConnait;0;0
保证，确保;ensure;NonConnait;0;0
进入;enter;NonConnait;0;0
公司，企业;enterprise;NonConnait;0;0
招待；娱乐，娱乐业;entertainment;NonConnait;0;0
热心的，热情的;enthusiastic;NonConnait;0;0
全部地，完整地，完全地;entirely;NonConnait;0;0
使...享有权利；使...符合资格;entitle;NonConnait;0;0
入口;entrance;NonConnait;0;0
进入；入口;entry;NonConnait;0;0
信封;envelope;NonConnait;0;0
环境;environment;NonConnait;0;0
羡慕;envy;NonConnait;0;0
（连载小说的）节；（电视或广播连续剧的）集;episode;NonConnait;0;0
相等的；平等的;equal;NonConnait;0;0
赤道;equator;NonConnait;0;0
设备，装备，装置;equipment;NonConnait;0;0
橡皮擦，板擦;eraser;NonConnait;0;0
错误，过失，误差;error;NonConnait;0;0
（火山）爆发；（岩浆，烟等）喷出;erupt;NonConnait;0;0
逃走，逃脱;escape;NonConnait;0;0
特别地；格外;especially;NonConnait;0;0
随笔；评论；散文;essay;NonConnait;0;0
必要的；不可或缺的；重要的;essential;NonConnait;0;0
建立，设立（某事物）;establish;NonConnait;0;0
私有土地，庄园;estate;NonConnait;0;0
估计；估价;estimate;NonConnait;0;0
民族的；种族的；部落的;ethnic;NonConnait;0;0
评价，估计;evaluate;NonConnait;0;0
前夕，前日;eve;NonConnait;0;0
甚至，即使;even;NonConnait;0;0
傍晚；黄昏;evening;NonConnait;0;0
事件；大事;event;NonConnait;0;0
终于，最后;eventually;NonConnait;0;0
在任何时候;ever;NonConnait;0;0
每一个；各;every;NonConnait;0;0
人人，每个人，各人;everybody;NonConnait;0;0
每人，人人;everyone;NonConnait;0;0
每件事，每样东西;everything;NonConnait;0;0
各处，到处;everywhere;NonConnait;0;0
证据；根据;evidence;NonConnait;0;0
演变，进化;evolution;NonConnait;0;0
精确地，准确地，确切地;exactly;NonConnait;0;0
考试;examination;NonConnait;0;0
检查；审查;examine;NonConnait;0;0
例子；模范；样本;example;NonConnait;0;0
突出，胜过他人;excel;NonConnait;0;0
卓越的；极好的;excellent;NonConnait;0;0
除了，除...之外;except;NonConnait;0;0
杰出的；突出的；特殊的；异常的；罕见的;exceptional;NonConnait;0;0
交换，互换；交易;exchange;NonConnait;0;0
使兴奋，使激动;excite;NonConnait;0;0
令人兴奋的;exciting;NonConnait;0;0
借口；辩解；解释;excuse;NonConnait;0;0
运动，锻炼;exercise;NonConnait;0;0
耗尽的，筋疲力尽的;exhausted;NonConnait;0;0
展览，展览会;exhibition;NonConnait;0;0
存在;exist;NonConnait;0;0
出口;exit;NonConnait;0;0
使（某事物）变大，扩大，增大；增加；增强;expand;NonConnait;0;0
扩张，扩展，扩大，膨胀;expansion;NonConnait;0;0
希冀；期望;expect;NonConnait;0;0
预料，预期，期待;expectation;NonConnait;0;0
（为特定目的而做的）探险，出行，远征;expedition;NonConnait;0;0
花费，支出;expense;NonConnait;0;0
费钱的；昂贵的，高价的;expensive;NonConnait;0;0
经验；体验;experience;NonConnait;0;0
试验；实验;experiment;NonConnait;0;0
有技巧的；熟练的；灵巧的;expert;NonConnait;0;0
解释；说明;explain;NonConnait;0;0
爆炸;explode;NonConnait;0;0
利用，开发;exploit;NonConnait;0;0
勘探；探测；（在一地区，尤指一国家）探险，考察;explore;NonConnait;0;0
出口;export;NonConnait;0;0
显露，露出；使暴露于;expose;NonConnait;0;0
显露；暴露；揭露；揭发；曝光;exposure;NonConnait;0;0
表达；表示；表白;express;NonConnait;0;0
表达；表情；措辞;expression;NonConnait;0;0
使（;extend;NonConnait;0;0
扩大，延伸;extension;NonConnait;0;0
程度，限度;extent;NonConnait;0;0
外部的，外面的;external;NonConnait;0;0
（植物，动物，生活方式等的）灭绝，绝种，消亡;extinction;NonConnait;0;0
熄灭；扑灭;extinguish;NonConnait;0;0
额外的；特别的;extra;NonConnait;0;0
非常奇怪的，特别的;extraordinary;NonConnait;0;0
极端的，非常的;extremely;NonConnait;0;0
眼，眼睛，目;eye;NonConnait;0;0
织物，布料;fabric;NonConnait;0;0
面部，脸;face;NonConnait;0;0
促进，促使，使便利;facilitate;NonConnait;0;0
（能够或易于做某事的）环境、设备等；设施；辅助物;facility;NonConnait;0;0
真相;fact;NonConnait;0;0
因素;factor;NonConnait;0;0
工厂；制造商;factory;NonConnait;0;0
使（某事物）褪色；凋落；凋谢；衰弱;fade;NonConnait;0;0
不及格;fail;NonConnait;0;0
失败；不成功;failure;NonConnait;0;0
羽毛;feather;NonConnait;0;0
特征；特色；特点；方面;feature;NonConnait;0;0
联邦的;federal;NonConnait;0;0
费（会费、学费等）;fee;NonConnait;0;0
给予食物；供给营养;feed;NonConnait;0;0
（仅用单数）触觉;feel;NonConnait;0;0
